지점명	address	distance	address2	num_review	지점명2
스타벅스 동명대DT점	용당동 532-26	0.5793342608616658	부산광역시 남구 동명로 57	42873	부산동명불원
스타벅스 동명대DT점	용당동 532-26	0.5833869306294488	부산광역시 남구 유엔평화로 93	41927	유엔조각공원
스타벅스 동명대DT점	용당동 532-26	1.1048146371573164	부산광역시 남구 용호로 64	44600	중앙해수랜드
스타벅스 동부산DT점	시랑리 589-6	0.06143795878454018	부산광역시 기장군 기장읍 공수해안길 13-2	33033	공수어촌체험마을
스타벅스 동부산DT점	시랑리 589-6	1.1413085648427772	부산광역시 해운대구 송정해변로 62	67452	송정해수욕장
스타벅스 동부산DT점	시랑리 589-6	1.2355267278706883	부산광역시 기장군 기장읍 용궁길 86	176960	해동 용궁사(부산)
스타벅스 동서대DT점	주례동 189-9	2.512690654765199	부산광역시 서구 엄광산로40번길 121-22	33138	내원정사(부산)
스타벅스 동서대DT점	주례동 189-9	3.0947890349609573	부산광역시 부산진구 신천대로 215	414	부산차량융합기술단(부산철도차량정비단)
스타벅스 동서대DT점	주례동 189-9	3.208240864225853	부산광역시 사상구 백양대로804번길 42-123	21930	선광사(부산)
스타벅스 동수원DT점	우만동 153-7 유성주유소	0.4787120617319526	경기도 수원시 팔달구 경수대로 697	24433	창룡문
스타벅스 동수원DT점	우만동 153-7 유성주유소	0.8822475430836604	경기도 수원시 팔달구 인계동	31473	월화원
스타벅스 동수원DT점	우만동 153-7 유성주유소	1.342061378828905	경기도 수원시 팔달구 수원천로 300	24368	수원사(수원)
