지점명	mac_name	distance
스타벅스 천안불당DT점	맥도날드 천안쌍용역DT점	2.187813793710387
스타벅스 천안서부대로DT점	맥도날드 천안쌍용역DT점	1.1127967201438227
스타벅스 천안성정DT점	맥도날드 천안두정DT점	1.0294427941097533
스타벅스 청주봉명DT점	맥도날드 청주비하DT점	3.366535819218813
스타벅스 청주비하DT점	맥도날드 청주비하DT점	0.02747642645177672
스타벅스 청주사직DT점	맥도날드 청주분평DT점	2.396100717410496
스타벅스 청주용담DT점	맥도날드 청주금천DT	0.764938113740563
스타벅스 청주용암DT점	맥도날드 청주분평DT점	1.9177099243064788
스타벅스 청주율량DT점	맥도날드 청주율량GS DT점	0.9423739261666348
스타벅스 춘천석사DT점	맥도날드 춘천퇴계DT점	0.7747543995412218
스타벅스 춘천후평DT점	맥도날드 춘천후평DT점	0.209873115162394
스타벅스 충남보령DT점	맥도날드 충남보령DT점	0.8359981456913436
스타벅스 충주시청DT점	맥도날드 충주교현DT점	1.1996741491490903
스타벅스 충주호암DT점	맥도날드 충주교현DT점	2.2965009392167044
스타벅스 평내DT점	맥도날드 평내DT점	0.04246144212258541
스타벅스 평촌역DT점	맥도날드 안양비산DT점	2.685946110286012
스타벅스 평택서정DT점	맥도날드 평택서정DT점	0.4117341637942809
스타벅스 평택안중DT점	맥도날드 화성향남DT점	14.825793222121806
스타벅스 포천DT점	맥도날드 포천DT점	0.3156842473745558
스타벅스 포항쌍용DT점	맥도날드 포항남부DT점	0.5534782988639562
스타벅스 포항장성DT점	맥도날드 포항장성DT점	0.06777605894029551
스타벅스 포항죽도DT점	맥도날드 포항남부DT점	0.14756529734732715
스타벅스 풍무사거리DT점	맥도날드 김포감정DT점	2.9469761506973184
스타벅스 풍무역DT점	맥도날드 김포고촌SK DT점	3.139838672004466
스타벅스 하남미사DT점	맥도날드 하남시청DT점	3.725405557029647
스타벅스 해운대달맞이DT점	맥도날드 해운대DT점	1.1445302351867148
스타벅스 화곡DT점	맥도날드 염창DT점	2.0772857663915287
스타벅스 화성병점DT점	맥도날드 병점DT점	0.77823780812363
